desired_scenario;cadidate_scenario;Desired Given DNF;Shared Given DNF;Penality Given;Global Similarity Given;Final Similarity Given;Desired When DNF;Shared When DNF;Penality When;Global Similarity When;Final Similarity When;Desired Then DNF;Shared Then DNF;Penality Then;Global Similarity Then;Final Similarity Then;Scenario Similarity;Action
Candidate_58;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;a2 > 10 AND c2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;-0.38888888888888884;behavior_1
Candidate_59;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;a2 > 10 AND d2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;-0.38888888888888884;behavior_1
Candidate_60;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;b2 > 10 AND c2 > 10 AND d2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;-0.38888888888888884;behavior_1
Candidate_61;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;b2 > 10 AND c2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;-0.38888888888888884;behavior_1
Candidate_62;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;b2 > 10 AND d2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;-0.38888888888888884;behavior_1
Candidate_63;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;c2 > 10 AND d2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;1.0;0.0;-1.0;-0.38888888888888884;behavior_1
Candidate_64;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;height >= 30 AND source_distance == 0 AND a2 > 10 AND b2 > 10;height >= 30 AND source_distance == 0;0.4736842105263158;1.0;0.5263157894736842;0.11988304093567252;behavior_1
Candidate_65;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;height >= 30 AND source_distance == 0 AND a2 > 10 AND c2 > 10;height >= 30 AND source_distance == 0;0.4736842105263158;1.0;0.5263157894736842;0.11988304093567252;behavior_1
Candidate_66;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;height >= 30 AND source_distance == 0 AND a2 > 10 AND d2 > 10;height >= 30 AND source_distance == 0;0.4736842105263158;1.0;0.5263157894736842;0.11988304093567252;behavior_1
Candidate_67;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;height >= 30 AND source_distance == 0 AND a2 > 10 AND e2 > 10;height >= 30 AND source_distance == 0;0.4736842105263158;1.0;0.5263157894736842;0.11988304093567252;behavior_1
Candidate_68;desired_1;battery >= 10;battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36;0.16666666666666663;1.0;0.8333333333333334;takeoff == 1;b > 10 AND dt > 0;1.0;0;-1.0;height >= 30 AND source_distance == 0 AND b2 > 10 AND c2 > 10;height >= 30 AND source_distance == 0;0.4736842105263158;1.0;0.5263157894736842;0.11988304093567252;behavior_1
